price,bedrooms,bathrooms,address,property_type,url
230000,3,1.0,"Cardiff Road, Llantrisant, Pontyclun",Semi-Detached,https://www.rightmove.co.uk/properties/156251639#/?channel=RES_BUY
240000,4,2.0,"Ynyslyn Road, Pontypridd",Terraced,https://www.rightmove.co.uk/properties/153086861#/?channel=RES_BUY
500000,4,3.0,"Gormans Close, Rogerstone, NP10",Detached,https://www.rightmove.co.uk/properties/161786666#/?channel=RES_BUY
425000,4,2.0,"Clos Rhys Meurug, Capel Llanilltern, Cardiff",Detached,https://www.rightmove.co.uk/properties/161061884#/?channel=RES_BUY
267500,2,1.0,"Plas St. Andresse, Penarth Marina",House,https://www.rightmove.co.uk/properties/162882758#/?channel=RES_BUY
365000,4,2.0,"West Terrace, Penarth",Terraced,https://www.rightmove.co.uk/properties/162880763#/?channel=RES_BUY
469995,5,,"Llantrisant Road,
Tresimwn,
Cardiff,
CF5",Detached,https://www.rightmove.co.uk/properties/162867116#/?channel=RES_BUY
260000,2,1.0,"Glendale Avenue, Llanishen, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161183825#/?channel=RES_BUY
275000,3,1.0,"Wentloog Road, Rumney, Cardiff",Character Property,https://www.rightmove.co.uk/properties/158369567#/?channel=RES_BUY
475000,4,2.0,"Wyncliffe Gardens, Cardiff",Detached,https://www.rightmove.co.uk/properties/162863408#/?channel=RES_BUY
260000,3,1.0,"Hill Rise, Llanedeyrn, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/162861830#/?channel=RES_BUY
325000,3,1.0,"Springfield Place, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162861482#/?channel=RES_BUY
260000,2,1.0,"Clive Road, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162861272#/?channel=RES_BUY
215000,2,1.0,"Maes Y Siglen, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/148971449#/?channel=RES_BUY
200000,2,1.0,"Avoca Place, Grangetown, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162859139#/?channel=RES_BUY
265000,3,1.0,"Gainsborough Road, Penarth, CF64",Terraced,https://www.rightmove.co.uk/properties/162857876#/?channel=RES_BUY
500000,4,2.0,"Princes Street, Roath, Cardiff",House,https://www.rightmove.co.uk/properties/162857066#/?channel=RES_BUY
300000,2,1.0,"Ethel Street, Canton, Cardiff",House,https://www.rightmove.co.uk/properties/162851669#/?channel=RES_BUY
325000,3,2.0,"Goetre Fawr, Radyr, Cardiff",Terraced,https://www.rightmove.co.uk/properties/157684439#/?channel=RES_BUY
290000,3,1.0,"Pant-Y-Celyn Road, Llandough, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/160718402#/?channel=RES_BUY
450000,3,1.0,"Kimberley Road, Penylan, Cardiff",Terraced,https://www.rightmove.co.uk/properties/164181161#/?channel=RES_BUY
420000,4,3.0,"Ffordd Penrhos, Caerphilly",Detached,https://www.rightmove.co.uk/properties/160527956#/?channel=RES_BUY
435000,4,1.0,"Hillside, Caerphilly. CF83",Semi-Detached,https://www.rightmove.co.uk/properties/162838535#/?channel=RES_BUY
450000,2,1.0,"Keynsham Road, Cardiff. CF14",Detached Bungalow,https://www.rightmove.co.uk/properties/162837911#/?channel=RES_BUY
289950,3,1.0,"Thorne Way, St Mary's Field, Caerau, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/162835799#/?channel=RES_BUY
420000,3,1.0,"Bloom Street, Pontcanna, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162837743#/?channel=RES_BUY
375000,4,1.0,"Sanderling Drive, St Mellons, Cardiff, CF3",Detached,https://www.rightmove.co.uk/properties/162831365#/?channel=RES_BUY
305000,3,1.0,"Willow Close, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/158153786#/?channel=RES_BUY
389950,3,2.0,"32 Paget Road, Penarth, CF64 1DS",Terraced,https://www.rightmove.co.uk/properties/162824480#/?channel=RES_BUY
325000,3,2.0,"Tollgate Close, Caerphilly, CF83 3AY",Semi-Detached,https://www.rightmove.co.uk/properties/162823598#/?channel=RES_BUY
375000,2,2.0,"Cyncoed Gardens, Cyncoed, Cardiff",Flat,https://www.rightmove.co.uk/properties/162821993#/?channel=RES_BUY
330000,4,1.0,"St Fagans Court, CARDIFF",Detached,https://www.rightmove.co.uk/properties/159762155#/?channel=RES_BUY
350000,3,1.0,"Powys Gardens, Dinas Powys",Semi-Detached,https://www.rightmove.co.uk/properties/162821318#/?channel=RES_BUY
300000,3,1.0,"Ware Road, Caerphilly, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/162811025#/?channel=RES_BUY
340000,3,2.0,"Ty Fry Gardens, Rumney, Cardiff. CF3",Semi-Detached,https://www.rightmove.co.uk/properties/162807104#/?channel=RES_BUY
350000,4,2.0,"Daniel Street, Cathays",Terraced,https://www.rightmove.co.uk/properties/162805559#/?channel=RES_BUY
270000,3,2.0,"Ely Road, Cardiff",Detached Bungalow,https://www.rightmove.co.uk/properties/162805214#/?channel=RES_BUY
240000,3,1.0,"Maes-Y-Cwm Street, Barry",Terraced,https://www.rightmove.co.uk/properties/162804791#/?channel=RES_BUY
225000,2,2.0,"Ferry Court, Cardiff Bay, Cardiff",Apartment,https://www.rightmove.co.uk/properties/162799496#/?channel=RES_BUY
225000,1,1.0,"Plasturton Gardens, Cardiff",Apartment,https://www.rightmove.co.uk/properties/162798923#/?channel=RES_BUY
350000,4,3.0,"Heol Y Ddol, Caerphilly",Detached,https://www.rightmove.co.uk/properties/162797375#/?channel=RES_BUY
375000,3,1.0,"Honeysuckle Cottage, 1-2 Post Office Row",Cottage,https://www.rightmove.co.uk/properties/162796229#/?channel=RES_BUY
310000,4,1.0,"St Davids Way, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/162796061#/?channel=RES_BUY
400000,5,2.0,"Conway Court, Caerphilly, CF83",Detached,https://www.rightmove.co.uk/properties/159883808#/?channel=RES_BUY
275000,2,2.0,"Henke Court, Cardiff",Flat,https://www.rightmove.co.uk/properties/155621783#/?channel=RES_BUY
